Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Levels,Final_JLPT_Level
,頭脳,,0,1,N2,"['head', 'brains']",,N2
,見送る,,0,1,N2,"['to see (someone) off', 'to escort']",,N2
,混ぜる,,0,1,N2,"['to mix', 'to stir', 'to blend']",,N2
,紺,,0,1,N2,"['navy blue', 'deep blue']",,N2
,肌着,,0,1,N2,"['underwear', 'underclothes', 'lingerie', 'chemise', 'singlet']",,N2
,騒々しい,,0,1,N2,"['noisy', 'loud', 'boisterous', 'clamorous', 'raucous']",,N2
,重役,,0,1,N2,"['(company) director', 'executive', 'top management']",,N2
,羨ましい,,0,1,N2,"['envious', 'jealous']",,N2
,甚だしい,,0,1,N2,"['extreme', 'excessive', 'terrible', 'intense', 'severe', 'serious', 'tremendous', 'heavy (damage)']",,N2
,人造,,0,1,N2,"['artificial', 'man-made', 'imitation', 'synthetic']",,N2
,塵紙,,0,1,N2,"['tissue paper', 'toilet paper']",,N2
,早速,,0,1,N2,"['at once', 'immediately', 'without delay', 'promptly']",,N2
,不潔,,0,1,N2,"['unclean', 'dirty', 'unsanitary', 'filthy']",,N2
,揉む,,0,1,N2,"['to rub', 'to crumple']",,N2
,書留,,0,1,N2,"['registered mail', 'registered post', 'registration (of mail)']",,N2
,溶岩,,0,1,N2,['lava'],,N2
,欲張り,,0,1,N2,"['greed', 'avarice', 'covetousness', 'greedy person']",,N2
,各々,,0,1,N2,"['each', 'respectively']",,N2
,屑,,0,1,N2,"['waste', 'scrap', 'garbage', 'dregs']",,N2
,敬う,,0,1,N2,"['to show respect for', 'to revere', 'to honour', 'to honor', 'to worship', 'to hold in esteem']",,N2
,混じる,,0,1,N2,"['to be mixed', 'to be blended with', 'to be combined']",,N2
,強気,,0,1,N2,"['confident', 'assured', 'self-assured', 'firm', 'strong', 'cocksure']",,N2
,遡る,,0,1,N2,"['to go upstream', 'to go up (a river)']",,N2
,出迎える,,0,1,N2,"['to meet', 'to greet']",,N2
,時間割,,0,1,N2,"['timetable (esp. a weekly school timetable)', 'schedule']",,N2
,逸れる,,0,1,N2,"[""to lose sight of (one's companions)"", 'to stray from']",,N2
,貯蔵,,0,1,N2,"['storage', 'preservation']",,N2
,包帯,,0,1,N2,"['bandage', 'dressing']",,N2
,栓,,0,1,N2,"['stopper', 'cork', 'plug', 'bung']",,N2
,艶,,0,1,N2,"['gloss', 'luster', 'lustre', 'shine', 'sheen', 'polish']",,N2
,平気,,0,1,N2,"['cool', 'calm', 'composed', 'unconcerned', 'nonchalant', 'unmoved', 'indifferent']",,N2
,透き通る,,0,1,N2,"['to be transparent', 'to be see-through', 'to be clear']",,N2
,探る,,0,1,N2,"['to feel around for', 'to fumble for', 'to grope for', 'to search for', 'to look for']",,N2
,謙虚,,0,1,N2,"['modest', 'humble']",,N2
,苦情,,0,1,N2,"['complaint', 'troubles', 'objection', 'grievance']",,N2
,締め切る,,0,1,N2,"['to close up', 'to shut up (e.g. behind doors)']",,N2
,俄,,0,1,N2,"['sudden', 'abrupt', 'unexpected', 'immediate', 'hasty', 'improvised', 'impromptu', 'offhand']",,N2
,鈍い,,0,1,N2,"['dull (e.g. a knife)', 'blunt']",,N2
,蚊,,0,1,N2,['mosquito'],,N2
,裏口,,0,1,N2,"['backdoor', 'rear entrance', 'rear exit']",,N2
,薄める,,0,1,N2,"['to dilute', 'to water down']",,N2
,厚かましい,,0,1,N2,"['impudent', 'shameless', 'brazen', 'cheeky', 'presumptuous']",,N2
,先々月,,0,1,N2,['month before last'],,N2
,助かる,,0,1,N2,"['to be saved', 'to be rescued', 'to survive']",,N2
,転がる,,0,1,N2,"['to roll', 'to tumble']",,N2
,亡くす,,0,1,N2,['to lose (something)'],,N2
,地下水,,0,1,N2,['underground water'],,N2
,涼む,,0,1,N2,"['to cool oneself', 'to cool off', 'to enjoy the cool air']",,N2
,別荘,,0,1,N2,"['holiday house', 'vacation home', 'villa']",,N2
,素質,,0,1,N2,"['makings (of)', 'aptitude', 'talent', 'qualities']",,N2
,割算,,0,1,N2,['division'],,N2
,溜める,,0,1,N2,"['to amass', 'to accumulate', 'to store']",,N2
,清い,,0,1,N2,"['clean', 'clear']",,N2
,食器,,0,1,N2,['tableware'],,N2
,差し支え,,0,1,N2,"['hindrance', 'impediment']",,N2
,毛皮,,0,1,N2,"['fur', 'skin', 'pelt']",,N2
,漁師,,0,1,N2,['fisherman'],,N2
,片付く,,0,1,N2,"['to be put in order', 'to be put to rights']",,N2
,針金,,0,1,N2,['wire'],,N2
,風船,,0,1,N2,['balloon (toy or decoration)'],,N2
,発つ,,0,1,N2,"['to stand (up)', 'to rise', ""to get to one's feet"", 'to stand on end (e.g. of hairs)', 'to stick up']",,N2
,容積,,0,1,N2,"['capacity', 'volume']",,N2
,好き嫌い,,0,1,N2,"['likes and dislikes', 'tastes', 'preferences', 'pickiness (esp. about food)', 'choosiness', 'fussiness']",,N2
,腰掛け,,0,1,N2,"['seat', 'bench']",,N2
,生き生き,,0,1,N2,"['in a lively way', 'vividly', 'freshly', 'animatedly', 'actively', 'energetically']",,N2
,佚,,0,1,N2,"['being comfortable', 'relaxing']",,N2
,瀬戸物,,0,1,N2,"['earthenware', 'porcelain', 'china', 'pottery', 'crockery']",,N2
,書取,,0,1,N2,"['writing down from other written material', 'writing kanji text from hiragana']",,N2
,盆地,,0,1,N2,['basin (e.g. between mountains)'],,N2
,修繕,,0,1,N2,"['repair', 'mending']",,N2
,大凡,,0,1,N2,"['about', 'roughly', 'approximately']",,N2
,応対,,0,1,N2,"['dealing with (people, customers, complaints, etc.)', 'receiving (callers, visitors, etc.)', 'attending to', 'handling', 'serving']",,N2
,偶数,,0,1,N2,['even number'],,N2
,威張る,,0,1,N2,"['to put on airs', 'to act big', ""to throw one's weight about"", 'to be overbearing', 'to be domineering', 'to be bossy', 'to be pushy', 'to be proud', 'to be haughty', 'to be arrogant', 'to swagger', 'to boast', 'to brag']",,N2
,三日月,,0,1,N2,"['crescent moon', 'young moon']",,N2
,憎む,,0,1,N2,"['to hate', 'to detest']",,N2
,筆記,,0,1,N2,"['(taking) notes', 'copying']",,N2
,衣食住,,0,1,N2,"['food, clothing and shelter', 'necessities of life']",,N2
,自然科学,,0,1,N2,['natural science'],,N2
,薬品,,0,1,N2,"['medicine', 'chemicals']",,N2
,厳重,,0,1,N2,"['strict', 'severe', 'stringent', 'rigorous', 'rigid', 'firm', 'strong', 'secure']",,N2
,洋品店,,0,1,N2,['shop that handles Western-style apparel and accessories'],,N2
,重たい,,0,1,N2,"['heavy', 'weighty']",,N2
,交ぜる,,0,1,N2,"['to mix', 'to stir', 'to blend']",,N2
,力強い,,0,1,N2,"['powerful', 'strong', 'forceful', 'vigorous']",,N2
,刻む,,0,1,N2,"['to mince', 'to cut fine', 'to chop up', 'to hash', 'to shred']",,N2
,余る,,0,1,N2,"['to remain', 'to be left over', 'to be in excess', 'to be too many']",,N2
,等分,,0,1,N2,"['division into equal parts', 'equal parts']",,N2
,近付ける,,0,1,N2,"['to bring near', 'to bring close', 'to let go near']",,N2
,兵隊,,0,1,N2,"['soldier', 'sailor']",,N2
,存じる,,0,1,N2,"['to know', 'to be aware (of)', 'to be acquainted (with)']",,N2
,植木,,0,1,N2,"['garden shrubs', 'trees', 'potted plant']",,N2
,狡い,,0,1,N2,"['sly', 'cunning', 'sneaky', 'crafty', 'unfair', 'dishonest']",,N2
,算数,,0,1,N2,['arithmetic'],,N2
,日課,,0,1,N2,"['daily routine', 'daily work', 'daily lesson']",,N2
,明き,,0,1,N2,"['space', 'room', 'gap', 'emptiness']",,N2
,羽根,,0,1,N2,"['feather', 'plume', 'down']",,N2
,渇く,,0,1,N2,"['to be thirsty', 'to feel thirsty']",,N2
,坊っちゃん,,0,1,N2,"[""(another's) son"", 'boy', 'young master']",,N2
,払い戻す,,0,1,N2,"['to repay', 'to pay back', 'to refund', 'to reimburse']",,N2
,却って,,0,1,N2,"['on the contrary', 'rather', 'instead', 'all the more']",,N2
,便所,,0,1,N2,"['toilet', 'lavatory', 'water closet', 'restroom', 'bathroom']",,N2
,日日,,0,1,N2,"['daily', 'everyday']",,N2
,献立,,0,1,N2,"['menu', 'bill of fare']",,N2
,膨らます,,0,1,N2,"['to swell', 'to expand', 'to inflate', 'to bulge']",,N2
,巡査,,0,1,N2,"['police officer', 'policeman', 'constable']",,N2
,出来上がり,,0,1,N2,"['completion', 'finish']",,N2
,何々,,0,1,N2,['what'],,N2
,特売,,0,1,N2,"['special sale', 'bargain sale']",,N2
,休講,,0,1,N2,"['cancellation (of a lecture, class, etc.)']",,N2
,羊毛,,0,1,N2,['wool'],,N2
,摩擦,,0,1,N2,['friction'],,N2
,絶えず,,0,1,N2,"['constantly', 'always', 'continually', 'steadily']",,N2
,待合室,,0,1,N2,['waiting room'],,N2
,好き好き,,0,1,N2,['matter of taste'],,N2
,自習,,0,1,N2,"['self-study', 'teaching oneself']",,N2
,見舞う,,0,1,N2,"['to visit and comfort or console', 'to go to see (e.g. someone in hospital)', ""to ask after (e.g. someone's health)"", 'to inquire after']",,N2
,捻る,,0,1,N2,"['to twist', 'to wrench', 'to turn (a tap, switch, etc.)']",,N2
,輸血,,0,1,N2,['blood transfusion'],,N2
,看病,,0,1,N2,['nursing (a patient)'],,N2
,形容詞,,0,1,N2,"['adjective', 'i-adjective (in Japanese)']",,N2
,乾杯,,0,1,N2,"['cheers', 'bottoms-up', 'prosit']",,N2
,砕ける,,0,1,N2,"['to break (into pieces)', 'to be broken', 'to be smashed']",,N2
,部首,,0,1,N2,['radical (of a kanji character)'],,N2
,飢饉,,0,1,N2,"['famine', 'crop failure']",,N2
,心当たり,,0,1,N2,"['having in mind', 'happening to know (of)', 'idea (of)', 'inkling']",,N2
,煎る,,0,1,N2,"['to roast', 'to parch', 'to toast', 'to boil down']",,N2
,謎謎,,0,1,N2,"['riddle', 'puzzle', 'enigma']",,N2
,売行き,,0,1,N2,"['sales', 'demand']",,N2
,当番,,0,1,N2,"['being on duty', 'person on duty', ""one's turn""]",,N2
,風呂敷,,0,1,N2,"['wrapping cloth', 'cloth wrapper']",,N2
,催促,,0,1,N2,"['pressing', 'urging', 'demanding', 'demand']",,N2
,悠々,,0,1,N2,"['quiet', 'calm', 'leisurely', 'composed']",,N2
,映す,,0,1,N2,"['to project', 'to reflect', 'to cast (shadow)']",,N2
,温帯,,0,1,N2,['temperate zone'],,N2
,引受る,,0,1,N2,"['to take on', 'to undertake', 'to accept', 'to take charge of', 'to assume responsibility for']",,N2
,初旬,,0,1,N2,['first 10 days of the month'],,N2
,険しい,,0,1,N2,"['precipitous', 'rugged', 'inaccessible', 'impregnable', 'steep']",,N2
,着々,,0,1,N2,['steadily'],,N2
,真っ白,,0,1,N2,['pure white'],,N2
,一昨日,,0,1,N2,['day before yesterday'],,N2
,派手,,0,1,N2,"['showy', 'loud', 'flashy', 'gaudy']",,N2
,お手伝いさん,,0,1,N2,['maid'],,N2
,懐かしい,,0,1,N2,"['dear (old)', 'fondly remembered', 'beloved', 'missed', 'nostalgic']",,N2
,中途,,0,1,N2,"['halfway', 'midway', 'partway', 'mid-course']",,N2
,主語,,0,1,N2,['subject'],,N2
,円い,,0,1,N2,"['round', 'circular', 'spherical']",,N2
,縮れる,,0,1,N2,"['to be wavy', 'to be curled', 'to be frizzled']",,N2
,折角,,0,1,N2,"['with trouble', 'at great pains']",,N2
,出迎え,,0,1,N2,"['meeting', 'reception']",,N2
,平凡,,0,1,N2,"['ordinary', 'common', 'commonplace', 'mediocre', 'unremarkable', 'undistinguished', 'uneventful']",,N2
,挟まる,,0,1,N2,"['to get between', 'to be caught in']",,N2
,馴れる,,0,1,N2,"['to get used to', 'to grow accustomed to', 'to become familiar with']",,N2
,点数,,0,1,N2,"['marks', 'points', 'score', 'grade', 'runs (baseball)']",,N2
,街角,,0,1,N2,['street corner'],,N2
,揃える,,0,1,N2,"['to collect', 'to gather', 'to get together', 'to complete (a collection)']",,N2
,述語,,0,1,N2,['predicate'],,N2
,扇風機,,0,1,N2,['electric fan'],,N2
,墨,,0,1,N2,"['sumi', 'India ink', 'Chinese ink', 'ink stick', 'ink-cake']",,N2
,至急,,0,1,N2,"['urgent', 'pressing', 'immediate', 'prompt', 'express']",,N2
,正味,,0,1,N2,"['net (amount)', 'clear', 'full (e.g. working hours)']",,N2
,日当たり,,0,1,N2,"['exposure to the sun', 'sunny place']",,N2
,冷やす,,0,1,N2,"['to cool (from room temperature)', 'to chill', 'to refrigerate']",,N2
,実例,,0,1,N2,"['example', 'illustration', 'precedent']",,N2
,総理大臣,,0,1,N2,"['prime minister (as the head of a cabinet government)', 'premier']",,N2
,盗難,,0,1,N2,"['theft', 'robbery']",,N2
,引越し,,0,1,N2,"['moving (dwelling, office, etc.)', 'changing residence']",,N2
,因る,,0,1,N2,"['to be due to', 'to be caused by']",,N2
,争う,,0,1,N2,"['to compete', 'to contest', 'to contend']",,N2
,湧く,,0,1,N2,"['to well (up)', 'to gush out (of water)', 'to spring out', 'to surge']",,N2
,物凄い,,0,1,N2,"['terrific', 'staggering', 'tremendous', 'incredible', 'extreme']",,N2
,過半数,,0,1,N2,['majority'],,N2
,預かる,,0,1,N2,"['to look after', 'to take care of', 'to keep', 'to hold on to', 'to keep in custody']",,N2
,昼寝,,0,1,N2,"['(afternoon) nap', 'sleeping during the day', 'siesta']",,N2
,叔父さん,,0,1,N2,['uncle'],,N2
,醜い,,0,1,N2,"['ugly', 'unattractive', 'bad-looking']",,N2
,飛び込む,,0,1,N2,"['to jump in', 'to leap in', 'to plunge into', 'to dive']",,N2
,酌む,,0,1,N2,"['to pour (sake)', 'to serve', 'to drink (together)']",,N2
,休養,,0,1,N2,"['rest', 'relaxation', 'recreation', 'recuperation', 'convalescence']",,N2
,日用品,,0,1,N2,['daily necessities'],,N2
,引返す,,0,1,N2,"['to turn back', 'to go back', 'to come back', 'to return', ""to retrace one's steps""]",,N2
,隔てる,,0,1,N2,"['to separate (by distance, time, etc.)', 'to isolate', 'to partition', 'to divide']",,N2
,斬る,,0,1,N2,"['to kill (a human) using a blade (sword, machete, knife, etc.)', 'to slice (off)', 'to lop (off)', 'to cut (off)']",,N2
,御覧,,0,1,N2,['(please) try to'],,N2
,吊す,,0,1,N2,"['to hang', 'to hang up']",,N2
,起床,,0,1,N2,"[""rising (from one's bed)"", 'getting up', 'getting out of bed']",,N2
,直角,,0,1,N2,['right angle'],,N2
,生長,,0,1,N2,['growth (of a plant)'],,N2
,零点,,0,1,N2,"['zero (points, marks)', 'no marks']",,N2
,集金,,0,1,N2,['money collection'],,N2
,出合い,,0,1,N2,"['meeting', 'rendezvous', 'encounter']",,N2
,一通り,,0,1,N2,"['generally', 'in the main', 'briefly (look over, explain, etc.)', 'roughly', 'more or less']",,N2
,響く,,0,1,N2,"['to resound', 'to be heard far away']",,N2
,殖える,,0,1,N2,"['to increase', 'to multiply']",,N2
,交じる,,0,1,N2,"['to be mixed', 'to be blended with', 'to be combined']",,N2
,規準,,0,1,N2,"['standard', 'criterion', 'norm', 'benchmark', 'measure', 'gauge', 'basis']",,N2
,繋がり,,0,1,N2,"['connection', 'link', 'relationship']",,N2
,定休日,,0,1,N2,"['regular holiday', 'fixed day off', 'regular closing day']",,N2
,永い,,0,1,N2,"['long (distance, length)']",,N2
,惜しい,,0,1,N2,"['regrettable', 'disappointing', 'unfortunate']",,N2
,売り切れ,,0,1,N2,['sold-out'],,N2
,下品,,0,1,N2,"['vulgar', 'indecent', 'coarse', 'crude']",,N2
,甘やかす,,0,1,N2,"['to pamper', 'to spoil']",,N2
,片寄る,,0,1,N2,"['to lean (to one side)', 'to incline']",,N2
,防犯,,0,1,N2,['prevention of crime'],,N2
,盆,,0,1,N2,['tray'],,N2
,素直,,0,1,N2,"['obedient', 'meek', 'docile', 'unaffected']",,N2
,蒸す,,0,1,N2,"['to steam (food, towel, etc.)']",,N2
,方角,,0,1,N2,"['direction', 'way']",,N2
,溶け込む,,0,1,N2,"['to melt into', 'to dissolve into', 'to merge into']",,N2
,利害,,0,1,N2,"['advantages and disadvantages', 'interests (of parties)']",,N2
,従姉妹,,0,1,N2,['cousin (female)'],,N2
,裁縫,,0,1,N2,"['sewing', 'needlework']",,N2
,凸凹,,0,1,N2,"['unevenness', 'roughness', 'ruggedness', 'bumpiness']",,N2
,撫でる,,0,1,N2,"['to stroke', 'to caress', 'to brush gently', 'to pat', 'to rub']",,N2
,抽象,,0,1,N2,['abstraction'],,N2
,面倒臭い,,0,1,N2,"['bothersome', 'tiresome', 'bother to do']",,N2
,溶ける,,0,1,N2,"['to melt', 'to thaw', 'to fuse']",,N2
,拡充,,0,1,N2,['expansion'],,N2
,下駄,,0,1,N2,"['geta', 'traditional Japanese wooden sandal']",,N2
,換気,,0,1,N2,['ventilation'],,N2
,長短,,0,1,N2,['(relative) length'],,N2
,暖まる,,0,1,N2,"['to warm oneself', 'to sun oneself', 'to warm up', 'to get warm']",,N2
,睨む,,0,1,N2,"['to glare at', 'to scowl at', 'to glower at']",,N2
,気配,,0,1,N2,"['indication', 'sign', 'hint', 'sensation', 'feeling']",,N2
,整う,,0,1,N2,"['to be ready', 'to be prepared', 'to be arranged']",,N2
,開会,,0,1,N2,['opening of a meeting'],,N2
,配る,,0,1,N2,"['to distribute', 'to hand out', 'to deliver', 'to deal out', 'to serve out']",,N2
,吊る,,0,1,N2,"['to hang', 'to suspend', 'to sling', 'to wear (e.g. a sword)', 'to put up (e.g. a shelf)']",,N2
,交通機関,,0,1,N2,"['(means of) transportation', 'transport', 'transportation facilities', 'transportation system', 'transit system']",,N2
,乱暴,,0,1,N2,"['violence', 'assault', 'rowdiness', 'wildness', 'running riot']",,N2
,お代わり,,0,1,N2,"['another helping', 'second helping', 'seconds', 'refill']",,N2
,澄む,,0,1,N2,"['to become clear (water, air, etc.)', 'to become transparent']",,N2
,親指,,0,1,N2,['thumb'],,N2
,小数,,0,1,N2,"['fraction (part of)', 'decimal fraction']",,N2
,宴会,,0,1,N2,"['party', 'banquet', 'reception', 'feast', 'dinner']",,N2
,倣う,,0,1,N2,"['to imitate', 'to follow', 'to copy', 'to emulate']",,N2
,出掛ける,,0,1,N2,"['to go out (e.g. on an excursion or outing)', 'to leave', 'to depart', 'to start', 'to set out']",,N2
,御辞儀,,0,1,N2,"['bow', 'bowing']",,N2
,人文科学,,0,1,N2,"['humanities', 'arts']",,N2
,食塩,,0,1,N2,['table salt'],,N2
,激増,,0,1,N2,"['sharp increase', 'sudden rise']",,N2
,針路,,0,1,N2,"['course', 'direction']",,N2
,一流,,0,1,N2,"['first-class', 'first-rate', 'top-flight', 'top-ranking', 'leading', 'eminent', 'top']",,N2
,飽くまで,,0,1,N2,"['to the end', 'to the bitter end', 'to the last', 'stubbornly', 'persistently', 'consistently', 'to the utmost']",,N2
,潰れる,,0,1,N2,"['to be crushed', 'to be squashed', 'to be smashed', 'to be destroyed', 'to be broken', 'to collapse']",,N2
,四角い,,0,1,N2,"['square', 'rectangular']",,N2
,映る,,0,1,N2,"['to be reflected', 'to harmonize with (harmonise)', 'to come out (photo)', 'to be projected', 'to be displayed (on a screen)']",,N2
,知人,,0,1,N2,"['friend', 'acquaintance']",,N2
,恨み,,0,1,N2,"['resentment', 'grudge', 'malice', 'bitterness']",,N2
,彫る,,0,1,N2,"['to carve', 'to engrave', 'to sculpt', 'to chisel']",,N2
,官庁,,0,1,N2,"['government office', 'government agency', 'authorities']",,N2
,掻く,,0,1,N2,['to scratch'],,N2
,塵芥,,0,1,N2,"['rubbish', 'trash', 'garbage', 'refuse']",,N2
,祭日,,0,1,N2,"['national holiday', 'festival day']",,N2
,延ばす,,0,1,N2,"['to grow long (e.g. hair, nails)']",,N2
,殖やす,,0,1,N2,"['to increase', 'to add to', 'to augment']",,N2
,卒直,,0,1,N2,"['frank', 'candid', 'straightforward', 'openhearted', 'direct', 'outspoken']",,N2
,掏摸,,0,1,N2,['pickpocket'],,N2
,採る,,0,1,N2,"['to adopt (a method, proposal, etc.)', 'to take (a measure, course of action, etc.)', 'to decide on']",,N2
,耕地,,0,1,N2,"['arable land', 'plantation', 'farmland']",,N2
,追い越す,,0,1,N2,"['to pass (e.g. car)', 'to overtake']",,N2
,焦がす,,0,1,N2,"['to burn', 'to scorch', 'to singe', 'to char']",,N2
,心身,,0,1,N2,['mind and body'],,N2
,加速度,,0,1,N2,['acceleration'],,N2
,放る,,0,1,N2,"['to throw', 'to fling', 'to hurl', 'to toss']",,N2
,育児,,0,1,N2,"['childcare', 'child-rearing', 'nursing', 'upbringing']",,N2
,溶かす,,0,1,N2,['to dissolve'],,N2
,呼び出す,,0,1,N2,"['to call (someone) to (the door, phone, etc.)', 'to tell (someone) to come', 'to call up (on the phone)', 'to summon', 'to page', 'to invoke (e.g. a spirit)']",,N2
,外れる,,0,1,N2,"['to be disconnected', 'to get out of place', 'to be off', 'to be out (e.g. of gear)']",,N2
,煮る,,0,1,N2,"['to boil', 'to simmer', 'to stew', 'to seethe']",,N2
,複写,,0,1,N2,"['copying', 'duplication', 'reproduction', 'copy']",,N2
,儲かる,,0,1,N2,"['to be profitable', 'to yield a profit']",,N2
,座敷,,0,1,N2,"['tatami room', 'tatami mat room', 'formal Japanese room']",,N2
,騒がしい,,0,1,N2,"['noisy', 'boisterous']",,N2
,煮える,,0,1,N2,"['to be boiled', 'to be cooked']",,N2
,矢印,,0,1,N2,['arrow (symbol)'],,N2
,句読点,,0,1,N2,['punctuation mark'],,N2
,火口,,0,1,N2,"['(volcanic) crater', 'caldera']",,N2
,擦る,,0,1,N2,"['to rub', 'to scrub', 'to scrape']",,N2
,香水,,0,1,N2,"['perfume', 'scent']",,N2
,纏まる,,0,1,N2,"['to find resolution', 'to be settled', 'to be agreed on', 'to be completed']",,N2
,匂う,,0,1,N2,"['to be fragrant', 'to smell (good)']",,N2
,取り入れる,,0,1,N2,"['to take in', 'to gather in']",,N2
,嫌がる,,0,1,N2,"['to appear uncomfortable (with)', 'to seem to hate', 'to express dislike']",,N2
,水分,,0,1,N2,"['water', 'liquid', 'fluid', 'moisture', 'humidity', 'sap', 'juice']",,N2
,短所,,0,1,N2,"['defect', 'demerit', 'weak point', 'disadvantage']",,N2
,牧畜,,0,1,N2,"['stock-farming', 'livestock farming', 'cattle breeding']",,N2
,漢和,,0,1,N2,['China and Japan'],,N2
,家屋,,0,1,N2,"['house', 'building']",,N2
,平仮名,,0,1,N2,"['hiragana', 'cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)']",,N2
,治める,,0,1,N2,"['to rule', 'to govern', 'to reign over', 'to administer', 'to manage (e.g. a household)']",,N2
,和英,,0,1,N2,['Japanese-English'],,N2
,怠る,,0,1,N2,"['to neglect', 'to be negligent in', 'to be neglectful of', 'to fail to do', 'to leave undone', 'to avoid (doing)', 'to shirk', 'to be unmindful of']",,N2
,唇,,0,1,N2,"['lip', 'lips']",,N2
,緩い,,0,1,N2,"['lukewarm', 'tepid']",,N2
,時速,,0,1,N2,['speed (per hour)'],,N2
,繋げる,,0,1,N2,['to connect'],,N2
,交替,,0,1,N2,"['change', 'alternation', 'rotation', 'replacement', 'substitution', 'shift', 'relief', 'taking turns']",,N2
,留まる,,0,1,N2,"['to stop (moving)', 'to come to a stop']",,N2
,血圧,,0,1,N2,['blood pressure'],,N2
,手頃,,0,1,N2,"['handy', 'convenient']",,N2
,満員,,0,1,N2,"['full house', 'no vacancy', 'sold out', 'standing room only', 'full (of people)', 'crowded']",,N2
,余計,,0,1,N2,"['extra', 'more', 'too much', 'too many', 'excessive', 'superfluous', 'spare', 'surplus']",,N2
,熱する,,0,1,N2,"['to heat', 'to heat up']",,N2
,乾かす,,0,1,N2,"['to dry (clothes, etc.)', 'to desiccate']",,N2
,客席,,0,1,N2,"['guest seating (e.g. theater, stadium)', 'passenger seat (e.g. taxi)']",,N2
,残らず,,0,1,N2,"['all', 'entirely', 'completely', 'without exception']",,N2
,捕える,,0,1,N2,"['to catch', 'to capture', 'to seize', 'to arrest', 'to grab', 'to catch hold of']",,N2
,目下,,0,1,N2,"['subordinate', 'subordinates', 'inferior', 'inferiors', 'junior']",,N2
,蒸発,,0,1,N2,['evaporation'],,N2
,恐縮,,0,1,N2,"['feeling (much) obliged', 'being (very) grateful', 'being thankful']",,N2
,申し訳ない,,0,1,N2,"[""I'm sorry"", ""(it's) inexcusable"", 'I feel regretful', 'I feel guilty']",,N2
,遊園地,,0,1,N2,['amusement park'],,N2
,逃がす,,0,1,N2,"['to set free', 'to let go', 'to release']",,N2
,突き当たり,,0,1,N2,"['end (of a street, hallway, etc.)']",,N2
,閉会,,0,1,N2,"['closure (of a ceremony, event, meeting, etc.)']",,N2
,蓄える,,0,1,N2,"['to store', 'to save up', 'to stock up on', 'to lay in stock', 'to set aside']",,N2
,小父さん,,0,1,N2,['uncle'],,N2
,湯飲み,,0,1,N2,['teacup'],,N2
,近寄る,,0,1,N2,"['to approach', 'to draw near']",,N2
,四角,,0,1,N2,"['quadrilateral', 'square']",,N2
,熟語,,0,1,N2,['kanji compound'],,N2
,無地,,0,1,N2,"['plain', 'unfigured', 'patternless', 'solid (color)']",,N2
,焦げる,,0,1,N2,"['to burn', 'to scorch', 'to char', 'to singe']",,N2
,落着く,,0,1,N2,"['to calm down', 'to compose oneself', 'to regain presence of mind', 'to relax']",,N2
,地味,,0,1,N2,"['plain', 'simple', 'subdued', 'sober']",,N2
,蕎麦,,0,1,N2,['buckwheat (Fagopyrum esculentum)'],,N2
,器械,,0,1,N2,"['machine', 'mechanism']",,N2
,女の人,,0,1,N2,['woman'],,N2
,生ずる,,0,1,N2,"['to produce', 'to yield', 'to cause']",,N2
,校庭,,0,1,N2,"['schoolyard', 'school playground', 'school grounds', 'campus']",,N2
,釣り合う,,0,1,N2,"['to balance', 'to be in harmony', 'to be in equilibrium']",,N2
,静まる,,0,1,N2,"['to become quiet', 'to quiet down', 'to quieten down']",,N2
,限度,,0,1,N2,"['limit', 'bounds']",,N2
,引出す,,0,1,N2,"['to pull out', 'to take out', 'to draw out']",,N2
,暖める,,0,1,N2,"['to warm (up)', 'to heat (up)']",,N2
,見直す,,0,1,N2,['to look at again'],,N2
,伯母さん,,0,1,N2,['aunt'],,N2
,通帳,,0,1,N2,"['passbook', 'bankbook']",,N2
,足る,,0,1,N2,"['to be sufficient', 'to be enough']",,N2
,泊める,,0,1,N2,"['to give shelter to', 'to lodge', 'to put up', 'to accommodate']",,N2
,生る,,0,1,N2,['to bear fruit'],,N2
,赤道,,0,1,N2,['equator'],,N2
,剥く,,0,1,N2,"['to peel', 'to skin', 'to pare', 'to hull', 'to strip']",,N2
,習字,,0,1,N2,"['penmanship', 'calligraphy']",,N2
,乾電池,,0,1,N2,['dry cell battery'],,N2
,呑気,,0,1,N2,"['easy', 'easygoing', 'carefree', 'happy-go-lucky', 'optimistic', 'leisurely', 'careless', 'thoughtless']",,N2
,所々,,0,1,N2,"['here and there', 'in places']",,N2
,留守番,,0,1,N2,"['care-taking', 'house-sitting', 'house-watching', 'staying at home']",,N2
,扇子,,0,1,N2,['folding fan'],,N2
,斜め,,0,1,N2,"['slanting', 'tilted', 'sloping', 'diagonal', 'oblique']",,N2
,小指,,0,1,N2,"['little finger', 'pinky']",,N2
,瓶詰,,0,1,N2,['bottling'],,N2
,何といっても,,0,1,N2,"['after all is said and done', 'no matter what people say', 'in the end', 'definitely', 'undeniably']",,N2
,以外の,,0,1,N2,"['nothing but', 'nothing more than', 'nothing less than']",,N2
,とうてい,,0,1,N2,"['(cannot) possibly', '(not) by any means', '(not) at all', 'utterly', 'absolutely']",,N2
,のぼる,,0,1,N2,"['to ascend', 'to go up', 'to climb']",,N2
