Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level
,看護婦,,0,1,N4
,お土産,,0,1,N4
,歯医者,,0,1,N4
,予習,,0,1,N4
,訪ねる,,0,1,N4
,会議室,,0,1,N4
,連れる,,0,1,N4
,下着,,0,1,N4
,寂しい,,0,1,N4
,お祝い,,0,1,N4
,育てる,,0,1,N4
,済む,,0,1,N4
,お嬢さん,,0,1,N4
,折れる,,0,1,N4
,寄る,,0,1,N4
,赤ん坊,,0,1,N4
,起す,,0,1,N4
,食料品,,0,1,N4
,お宅,,0,1,N4
,漬ける,,0,1,N4
,乗り換える,,0,1,N4
,見つかる,,0,1,N4
,冷える,,0,1,N4
,壊す,,0,1,N4
,動物園,,0,1,N4
,手伝う,,0,1,N4
,昼休み,,0,1,N4
,上る,,0,1,N4
,足す,,0,1,N4
,展覧会,,0,1,N4
,植える,,0,1,N4
,騒ぐ,,0,1,N4
,具合,,0,1,N4
,親切,,0,1,N4
,遅れる,,0,1,N4
,直る,,0,1,N4
,止む,,0,1,N4
,集る,,0,1,N4
,指輪,,0,1,N4
,治る,,0,1,N4
,参る,,0,1,N4
,押し入れ,,0,1,N4
,鳴る,,0,1,N4
,噛む,,0,1,N4
,冷房,,0,1,N4
,謝る,,0,1,N4
,高等学校,,0,1,N4
,留守,,0,1,N4
,汚れる,,0,1,N4
,浅い,,0,1,N4
,怒る,,0,1,N4
,絹,,0,1,N4
,下宿,,0,1,N4
,捨てる,,0,1,N4
,品物,,0,1,N4
,答,,0,1,N4
,届ける,,0,1,N4
,取り替える,,0,1,N4
,思い出す,,0,1,N4
,知らせる,,0,1,N4
,別れる,,0,1,N4
,忘れ物,,0,1,N4
,お礼,,0,1,N4
,笑う,,0,1,N4
,勝つ,,0,1,N4
,壊れる,,0,1,N4
,負ける,,0,1,N4
,聞こえる,,0,1,N4
,申し上げる,,0,1,N4
,差し上げる,,0,1,N4
,復習,,0,1,N4
,倒れる,,0,1,N4
,下る,,0,1,N4
,さ来週,,0,1,N4
,眠る,,0,1,N4
,怖い,,0,1,N4
,片付ける,,0,1,N4
,引っ越す,,0,1,N4
,苦い,,0,1,N4
,悲しい,,0,1,N4
,建てる,,0,1,N4
,二階建て,,0,1,N4
,掛ける,,0,1,N4
,折る,,0,1,N4
,太る,,0,1,N4
,寝坊,,0,1,N4
,汽車,,0,1,N4
,痩せる,,0,1,N4
,塗る,,0,1,N4
,見物,,0,1,N4
,一生懸命,,0,1,N4
,慣れる,,0,1,N4
,盗む,,0,1,N4
,似る,,0,1,N4
,退院,,0,1,N4
,足りる,,0,1,N4
,講堂,,0,1,N4
,逃げる,,0,1,N4
,急ぐ,,0,1,N4
,用事,,0,1,N4
,電灯,,0,1,N4
,乗り物,,0,1,N4
,お祭り,,0,1,N4
,そうです,,0,1,N4
,てみる,,0,1,N4
,見舞い,,0,1,N3
,黙る,,0,1,N3
,睡眠,,0,1,N3
,支払,,0,1,N3
,震える,,0,1,N3
,引っ張る,,0,1,N3
,休憩,,0,1,N3
,紐,,0,1,N3
,気付く,,0,1,N3
,向ける,,0,1,N3
,訴える,,0,1,N3
,怠ける,,0,1,N3
,急に,,0,1,N3
,許す,,0,1,N3
,気の毒,,0,1,N3
,地平線,,0,1,N3
,損,,0,1,N3
,成る,,0,1,N3
,克服,,0,1,N3
,通じる,,0,1,N3
,偶々,,0,1,N3
,連想,,0,1,N3
,飛ばす,,0,1,N3
,明ける,,0,1,N3
,任せる,,0,1,N3
,及ぼす,,0,1,N3
,明かり,,0,1,N3
,満ちる,,0,1,N3
,礼儀,,0,1,N3
,衣服,,0,1,N3
,年中,,0,1,N3
,合図,,0,1,N3
,一人一人,,0,1,N3
,過ごす,,0,1,N3
,飽きる,,0,1,N3
,覚悟,,0,1,N3
,利口,,0,1,N3
,粗,,0,1,N3
,逆らう,,0,1,N3
,減る,,0,1,N3
,預ける,,0,1,N3
,気味,,0,1,N3
,全然,,0,1,N3
,塵,,0,1,N3
,悲しむ,,0,1,N3
,裏切る,,0,1,N3
,濡れる,,0,1,N3
,貧しい,,0,1,N3
,覚ます,,0,1,N3
,未だ,,0,1,N3
,渋滞,,0,1,N3
,退屈,,0,1,N3
,眺め,,0,1,N3
,責める,,0,1,N3
,張る,,0,1,N3
,貰う,,0,1,N3
,勧める,,0,1,N3
,先日,,0,1,N3
,濠,,0,1,N3
,盛り,,0,1,N3
,所為,,0,1,N3
,穏やか,,0,1,N3
,決心,,0,1,N3
,凍る,,0,1,N3
,家具,,0,1,N3
,繋ぐ,,0,1,N3
,外出,,0,1,N3
,見送り,,0,1,N3
,通す,,0,1,N3
,何とか,,0,1,N3
,加減,,0,1,N3
,褒める,,0,1,N3
,積もる,,0,1,N3
,何でも,,0,1,N3
,器用,,0,1,N3
,手品,,0,1,N3
,打つ,,0,1,N3
,乗せる,,0,1,N3
,腐る,,0,1,N3
,すると,,0,1,N3
,或,,0,1,N3
,不平,,0,1,N3
,沈む,,0,1,N3
,陽気,,0,1,N3
,空き,,0,1,N3
,混雑,,0,1,N3
,日中,,0,1,N3
,多分,,0,1,N3
,熱中,,0,1,N3
,作法,,0,1,N3
,何か,,0,1,N3
,食卓,,0,1,N3
,大部分,,0,1,N3
,命じる,,0,1,N3
,税金,,0,1,N3
,答案,,0,1,N3
,辞める,,0,1,N3
,物価,,0,1,N3
,節約,,0,1,N3
,従兄弟,,0,1,N3
,破る,,0,1,N3
,大した,,0,1,N3
,飛び出す,,0,1,N3
,失望,,0,1,N3
,苦しむ,,0,1,N3
,金持ち,,0,1,N3
,丸い,,0,1,N3
,平ら,,0,1,N3
,知恵,,0,1,N3
,掴む,,0,1,N3
,温暖,,0,1,N3
,違いない,,0,1,N3
,取り上げる,,0,1,N3
,風呂,,0,1,N3
,夜中,,0,1,N3
,現す,,0,1,N3
,嫌う,,0,1,N3
,叱る,,0,1,N3
,詰める,,0,1,N3
,金庫,,0,1,N3
,囲む,,0,1,N3
,万一,,0,1,N3
,急激,,0,1,N3
,物音,,0,1,N3
,便り,,0,1,N3
,両替,,0,1,N3
,害,,0,1,N3
,抜く,,0,1,N3
,贈る,,0,1,N3
,為る,,0,1,N3
,苦痛,,0,1,N3
,試す,,0,1,N3
,偶,,0,1,N3
,信じる,,0,1,N3
,越える,,0,1,N3
,自慢,,0,1,N3
,お目に掛かる,,0,1,N3
,ジェット機,,0,1,N3
,切れる,,0,1,N3
,伺う,,0,1,N3
,恐ろしい,,0,1,N3
,組む,,0,1,N3
,主に,,0,1,N3
,今に,,0,1,N3
,天候,,0,1,N3
,途端,,0,1,N3
,小包,,0,1,N3
,収める,,0,1,N3
,行儀,,0,1,N3
,回す,,0,1,N3
,先ず,,0,1,N3
,近頃,,0,1,N3
,就く,,0,1,N3
,動詞,,0,1,N3
,宜しい,,0,1,N3
,奪う,,0,1,N3
,貸し,,0,1,N3
,祝う,,0,1,N3
,食物,,0,1,N3
,限る,,0,1,N3
,寧ろ,,0,1,N3
,関する,,0,1,N3
,一瞬,,0,1,N3
,不自由,,0,1,N3
,隠す,,0,1,N3
,真っ直ぐ,,0,1,N3
,取れる,,0,1,N3
,抱える,,0,1,N3
,敬意,,0,1,N3
,必死,,0,1,N3
,大抵,,0,1,N3
,独身,,0,1,N3
,祝い,,0,1,N3
,吠える,,0,1,N3
,移す,,0,1,N3
,劣る,,0,1,N3
,止す,,0,1,N3
,換える,,0,1,N3
,縄,,0,1,N3
,転ぶ,,0,1,N3
,莫大,,0,1,N3
,格好,,0,1,N3
,馬鹿,,0,1,N3
,家賃,,0,1,N3
,見当,,0,1,N3
,諺,,0,1,N3
,閉じる,,0,1,N3
,塀,,0,1,N3
,粗末,,0,1,N3
,解ける,,0,1,N3
,賢い,,0,1,N3
,去る,,0,1,N3
,直に,,0,1,N3
,幸運,,0,1,N3
,真剣,,0,1,N3
,済ませる,,0,1,N3
,人込み,,0,1,N3
,禁煙,,0,1,N3
,有能,,0,1,N3
,釣,,0,1,N3
,罰する,,0,1,N3
,好む,,0,1,N3
,離れる,,0,1,N3
,上等,,0,1,N3
,一層,,0,1,N3
,雇う,,0,1,N3
,駄目,,0,1,N3
,予期,,0,1,N3
,お腹,,0,1,N3
,髪の毛,,0,1,N3
,向く,,0,1,N3
,省く,,0,1,N3
,余分,,0,1,N3
,老い,,0,1,N3
,悪口,,0,1,N3
,適する,,0,1,N3
,親しい,,0,1,N3
,はあ,,0,1,N3
,確かめる,,0,1,N3
,今にも,,0,1,N3
,うまい,,0,1,N3
,対する,,0,1,N3
,被る,,0,1,N3
,都会,,0,1,N3
,快適,,0,1,N3
,不利,,0,1,N3
,望み,,0,1,N3
,居間,,0,1,N3
,徹夜,,0,1,N3
,為る,,0,1,N3
,吐く,,0,1,N3
,積極的,,0,1,N3
,綿,,0,1,N3
,溺れる,,0,1,N3
,支出,,0,1,N3
,立ち上がる,,0,1,N3
,収穫,,0,1,N3
,語学,,0,1,N3
,放す,,0,1,N3
,等しい,,0,1,N3
,飼う,,0,1,N3
,幾ら,,0,1,N3
,申し込む,,0,1,N3
,叩く,,0,1,N3
,空く,,0,1,N3
,要するに,,0,1,N3
,稼ぐ,,0,1,N3
,埃,,0,1,N3
,思わず,,0,1,N3
,随分,,0,1,N3
,機嫌,,0,1,N3
,受け取る,,0,1,N3
,物事,,0,1,N3
,匂い,,0,1,N3
,売れる,,0,1,N3
,独り,,0,1,N3
,離す,,0,1,N3
,尤も,,0,1,N3
,真っ赤,,0,1,N3
,芝生,,0,1,N3
,注ぐ,,0,1,N3
,罹る,,0,1,N3
,伸びる,,0,1,N3
,撃つ,,0,1,N3
,居眠り,,0,1,N3
,騒ぎ,,0,1,N3
,問い,,0,1,N3
,何で,,0,1,N3
,少しも,,0,1,N3
,微笑む,,0,1,N3
,育つ,,0,1,N3
,効く,,0,1,N3
,通り過ぎる,,0,1,N3
,横切る,,0,1,N3
,流す,,0,1,N3
,帰宅,,0,1,N3
,欠陥,,0,1,N3
,当てる,,0,1,N3
,反抗,,0,1,N3
,届く,,0,1,N3
,嬉しい,,0,1,N3
,年寄,,0,1,N3
,代金,,0,1,N3
,振る,,0,1,N3
,言わば,,0,1,N3
,解く,,0,1,N3
,優れる,,0,1,N3
,厄介,,0,1,N3
,しまった,,0,1,N3
,痛み,,0,1,N3
,下す,,0,1,N3
,疲れ,,0,1,N3
,余裕,,0,1,N3
,意外,,0,1,N3
,燃える,,0,1,N3
,騒音,,0,1,N3
,硬い,,0,1,N3
,泳ぎ,,0,1,N3
,覆う,,0,1,N3
,辛い,,0,1,N3
,曇,,0,1,N3
,鼠,,0,1,N3
,勿論,,0,1,N3
,居る,,0,1,N3
,留める,,0,1,N3
,掲示,,0,1,N3
,出来るだけ,,0,1,N3
,貯金,,0,1,N3
,彼等,,0,1,N3
,お昼,,0,1,N3
,昇る,,0,1,N3
,実に,,0,1,N3
,譲る,,0,1,N3
,動かす,,0,1,N3
,臭い,,0,1,N3
,勘定,,0,1,N3
,大家,,0,1,N3
,刈る,,0,1,N3
,用心,,0,1,N3
,小麦,,0,1,N3
,暖かい,,0,1,N3
,眺める,,0,1,N3
,包み,,0,1,N3
,付き合い,,0,1,N3
,綿,,0,1,N3
,景気,,0,1,N3
,割る,,0,1,N3
,苦しい,,0,1,N3
,伸ばす,,0,1,N3
,濃い,,0,1,N3
,終える,,0,1,N3
,経つ,,0,1,N3
,追い付く,,0,1,N3
,覚める,,0,1,N3
,下さる,,0,1,N3
,世の中,,0,1,N3
,食う,,0,1,N3
,浴びる,,0,1,N3
,要点,,0,1,N3
,書斎,,0,1,N3
,構う,,0,1,N3
,互い,,0,1,N3
,替える,,0,1,N3
,贅沢,,0,1,N3
,似合う,,0,1,N3
,順調,,0,1,N3
,適度,,0,1,N3
,恐れる,,0,1,N3
,滅多に,,0,1,N3
,掛かる,,0,1,N3
,誘う,,0,1,N3
,診察,,0,1,N3
,応じる,,0,1,N3
,愉快,,0,1,N3
,見事,,0,1,N3
,計る,,0,1,N3
,中古,,0,1,N3
,霜,,0,1,N3
,頂上,,0,1,N3
,活気,,0,1,N3
,哀れ,,0,1,N3
,手伝い,,0,1,N3
,捕まる,,0,1,N3
,握る,,0,1,N3
,遅刻,,0,1,N3
,清潔,,0,1,N3
,願う,,0,1,N3
,暮れ,,0,1,N3
,失業,,0,1,N3
,商売,,0,1,N3
,精々,,0,1,N3
,奨学金,,0,1,N3
,増す,,0,1,N3
,立派,,0,1,N3
,断る,,0,1,N3
,降ろす,,0,1,N3
,轢く,,0,1,N3
,鋭い,,0,1,N3
,注ぐ,,0,1,N3
,夢中,,0,1,N3
,一度に,,0,1,N3
,叫ぶ,,0,1,N3
,支度,,0,1,N3
,知らせ,,0,1,N3
,頼る,,0,1,N3
,酔う,,0,1,N3
,抜ける,,0,1,N3
,感心,,0,1,N3
,数える,,0,1,N3
,迷子,,0,1,N3
,持ち上げる,,0,1,N3
,遂に,,0,1,N3
,論じる,,0,1,N3
,隠れる,,0,1,N3
,不幸,,0,1,N3
,話し合う,,0,1,N3
,気に入る,,0,1,N3
,泡,,0,1,N3
,狂う,,0,1,N3
,悩む,,0,1,N3
,光景,,0,1,N3
,履く,,0,1,N3
,越す,,0,1,N3
,高価,,0,1,N3
,真似,,0,1,N3
,ふと,,0,1,N3
,男の人,,0,1,N3
,ようにする,,0,1,N3
,まさか,,0,1,N3
,過ぎない,,0,1,N3
,於いて,,0,1,N3
,つもりで,,0,1,N3
,ように,,0,1,N3
,せいぜい,,0,1,N3
,どうやら,,0,1,N3
,限る,,0,1,N3
,おかげで,,0,1,N3
,呼び掛ける,,0,1,N2
,地盤,,0,1,N2
,占う,,0,1,N2
,仮名遣い,,0,1,N2
,固い,,0,1,N2
,響き,,0,1,N2
,活力,,0,1,N2
,梯子,,0,1,N2
,鉢,,0,1,N2
,払い込む,,0,1,N2
,焚く,,0,1,N2
,課税,,0,1,N2
,堅い,,0,1,N2
,青白い,,0,1,N2
,工員,,0,1,N2
,早口,,0,1,N2
,煙い,,0,1,N2
,明け方,,0,1,N2
,正門,,0,1,N2
,不通,,0,1,N2
,詫びる,,0,1,N2
,万歳,,0,1,N2
,訳す,,0,1,N2
,引き止める,,0,1,N2
,略す,,0,1,N2
,効力,,0,1,N2
,原産,,0,1,N2
,一段と,,0,1,N2
,広さ,,0,1,N2
,暴れる,,0,1,N2
,見付かる,,0,1,N2
,釜,,0,1,N2
,酒場,,0,1,N2
,祭る,,0,1,N2
,同格,,0,1,N2
,大通り,,0,1,N2
,実物,,0,1,N2
,張り切る,,0,1,N2
,点ける,,0,1,N2
,長所,,0,1,N2
,揃う,,0,1,N2
,調味料,,0,1,N2
,煉瓦,,0,1,N2
,月給,,0,1,N2
,打ち消す,,0,1,N2
,謙遜,,0,1,N2
,吐き気,,0,1,N2
,点く,,0,1,N2
,憧れる,,0,1,N2
,宛名,,0,1,N2
,驚かす,,0,1,N2
,積む,,0,1,N2
,真似る,,0,1,N2
,田植え,,0,1,N2
,延びる,,0,1,N2
,受話器,,0,1,N2
,寝巻,,0,1,N2
,押える,,0,1,N2
,掃く,,0,1,N2
,鉄橋,,0,1,N2
,取り消す,,0,1,N2
,始めに,,0,1,N2
,持参,,0,1,N2
,誓う,,0,1,N2
,回数券,,0,1,N2
,金魚,,0,1,N2
,卸す,,0,1,N2
,順々,,0,1,N2
,水蒸気,,0,1,N2
,両側,,0,1,N2
,便箋,,0,1,N2
,日陰,,0,1,N2
,無数,,0,1,N2
,御免,,0,1,N2
,跳ねる,,0,1,N2
,突き当たる,,0,1,N2
,待ち合わせる,,0,1,N2
,出勤,,0,1,N2
,手帳,,0,1,N2
,散らす,,0,1,N2
,だいいち,,0,1,N2
,案外,,0,1,N2
,代名詞,,0,1,N2
,射す,,0,1,N2
,稽古,,0,1,N2
,崩す,,0,1,N2
,見慣れる,,0,1,N2
,薬缶,,0,1,N2
,下る,,0,1,N2
,内線,,0,1,N2
,雑音,,0,1,N2
,下町,,0,1,N2
,建つ,,0,1,N2
,定期券,,0,1,N2
,けれど/けれども,,0,1,N2
,要旨,,0,1,N2
,消毒,,0,1,N2
,炊事,,0,1,N2
,不運,,0,1,N2
,汲む,,0,1,N2
,物騒,,0,1,N2
,仲良し,,0,1,N2
,区切る,,0,1,N2
,思い掛けない,,0,1,N2
,公害,,0,1,N2
,初級,,0,1,N2
,扇ぐ,,0,1,N2
,具える,,0,1,N2
,足袋,,0,1,N2
,拭く,,0,1,N2
,空想,,0,1,N2
,照る,,0,1,N2
,転がす,,0,1,N2
,浮ぶ,,0,1,N2
,寝間着,,0,1,N2
,丼,,0,1,N2
,散らかる,,0,1,N2
,揚げる,,0,1,N2
,座布団,,0,1,N2
,北極,,0,1,N2
,実る,,0,1,N2
,破片,,0,1,N2
,税関,,0,1,N2
,作る/造る,,0,1,N2
,潰す,,0,1,N2
,捕る,,0,1,N2
,近々,,0,1,N2
,客間,,0,1,N2
,逆様,,0,1,N2
,清掃,,0,1,N2
,実感,,0,1,N2
,安易,,0,1,N2
,円周,,0,1,N2
,田ぼ,,0,1,N2
,突く,,0,1,N2
,活字,,0,1,N2
,蛇口,,0,1,N2
,狙い,,0,1,N2
,振舞う,,0,1,N2
,送り仮名,,0,1,N2
,日帰り,,0,1,N2
,鉄砲,,0,1,N2
,敷く,,0,1,N2
,賞品,,0,1,N2
,受取,,0,1,N2
,洗剤,,0,1,N2
,錆びる,,0,1,N2
,刺さる,,0,1,N2
,船便,,0,1,N2
,真っ先,,0,1,N2
,手洗い,,0,1,N2
,人差指,,0,1,N2
,現に,,0,1,N2
,貸家,,0,1,N2
,一休み,,0,1,N2
,正方形,,0,1,N2
,捜す,,0,1,N2
,専制,,0,1,N2
,水滴,,0,1,N2
,挿す,,0,1,N2
,被せる,,0,1,N2
,突っ込む,,0,1,N2
,引っ繰り返る,,0,1,N2
,濁る,,0,1,N2
,改める,,0,1,N2
,承る,,0,1,N2
,隙間,,0,1,N2
,糊,,0,1,N2
,送料,,0,1,N2
,気を付ける,,0,1,N2
,刺す,,0,1,N2
,広める,,0,1,N2
,為替,,0,1,N2
,冷ます,,0,1,N2
,攻める,,0,1,N2
,著す,,0,1,N2
,四捨五入,,0,1,N2
,勇ましい,,0,1,N2
,回り道,,0,1,N2
,的確,,0,1,N2
,冷める,,0,1,N2
,流行る,,0,1,N2
,銘々,,0,1,N2
,文体,,0,1,N2
,刷る,,0,1,N2
,蹴る,,0,1,N2
,塞ぐ,,0,1,N2
,草履,,0,1,N2
,縞,,0,1,N2
,大して,,0,1,N2
,尖る,,0,1,N2
,増減,,0,1,N2
,養分,,0,1,N2
,名物,,0,1,N2
,湿気,,0,1,N2
,覗く,,0,1,N2
,問答,,0,1,N2
,箒,,0,1,N2
,分る,,0,1,N2
,削る,,0,1,N2
,材木,,0,1,N2
,目上,,0,1,N2
,小遣い,,0,1,N2
,加熱,,0,1,N2
,文房具,,0,1,N2
,荒い,,0,1,N2
,小便,,0,1,N2
,帰す,,0,1,N2
,酸性,,0,1,N2
,垣根,,0,1,N2
,御馳走,,0,1,N2
,電柱,,0,1,N2
,逆さ,,0,1,N2
,白髪,,0,1,N2
,売店,,0,1,N2
,陽射,,0,1,N2
,親類,,0,1,N2
,伯父さん,,0,1,N2
,髭,,0,1,N2
,腰掛ける,,0,1,N2
,纏める,,0,1,N2
,御中,,0,1,N2
,貸し出し,,0,1,N2
,雑巾,,0,1,N2
,寸法,,0,1,N2
,床屋,,0,1,N2
,必需品,,0,1,N2
,目印,,0,1,N2
,朗らか,,0,1,N2
,特長,,0,1,N2
,歯車,,0,1,N2
,人通り,,0,1,N2
,日の出,,0,1,N2
,大工,,0,1,N2
,悔やむ,,0,1,N2
,埋める,,0,1,N2
,剥す,,0,1,N2
,英和,,0,1,N2
,分かれる,,0,1,N2
,蛍光灯,,0,1,N2
,増やす,,0,1,N2
,椀,,0,1,N2
,領事,,0,1,N2
,毛糸,,0,1,N2
,向う,,0,1,N2
,畳む,,0,1,N2
,分数,,0,1,N2
,只,,0,1,N2
,郵送,,0,1,N2
,兼ねる,,0,1,N2
,余所,,0,1,N2
,炭鉱,,0,1,N2
,再来週,,0,1,N2
,掘る,,0,1,N2
,為す,,0,1,N2
,写る,,0,1,N2
,打合せ,,0,1,N2
,塞がる,,0,1,N2
,枚数,,0,1,N2
,縫う,,0,1,N2
,顕微鏡,,0,1,N2
,生える,,0,1,N2
,固まる,,0,1,N2
,引っ繰り返す,,0,1,N2
,通り掛かる,,0,1,N2
,教わる,,0,1,N2
,鳴らす,,0,1,N2
,碗,,0,1,N2
,一昨年,,0,1,N2
,公務,,0,1,N2
,縛る,,0,1,N2
,締切,,0,1,N2
,絞る,,0,1,N2
,剃る,,0,1,N2
,偉い,,0,1,N2
,酔っ払い,,0,1,N2
,缶詰,,0,1,N2
,診る,,0,1,N2
,写生,,0,1,N2
,叔母さん,,0,1,N2
,心得る,,0,1,N2
,見下ろす,,0,1,N2
,浮かべる,,0,1,N2
,淡水,,0,1,N2
,上る,,0,1,N2
,話し掛ける,,0,1,N2
,火傷,,0,1,N2
,御無沙汰,,0,1,N2
,夜行,,0,1,N2
,真っ暗,,0,1,N2
,井戸,,0,1,N2
,寒帯,,0,1,N2
,個所,,0,1,N2
,言付ける,,0,1,N2
,反る,,0,1,N2
,雨戸,,0,1,N2
,湿度,,0,1,N2
,無沙汰,,0,1,N2
,概論,,0,1,N2
,知合い,,0,1,N2
,障子,,0,1,N2
,山林,,0,1,N2
,果して,,0,1,N2
,着せる,,0,1,N2
,大小,,0,1,N2
,休息,,0,1,N2
,捩る,,0,1,N2
,定価,,0,1,N2
,坊さん,,0,1,N2
,機関車,,0,1,N2
,祖先,,0,1,N2
,羨む,,0,1,N2
,売り切れる,,0,1,N2
,物置,,0,1,N2
,休業,,0,1,N2
,碁,,0,1,N2
,戸棚,,0,1,N2
,人命,,0,1,N2
,立ち止まる,,0,1,N2
,苦心,,0,1,N2
,挟む,,0,1,N2
,物語る,,0,1,N2
,有難い,,0,1,N2
,頼もしい,,0,1,N2
,出入り,,0,1,N2
,仕上がる,,0,1,N2
,芯,,0,1,N2
,茂る,,0,1,N2
,先程,,0,1,N2
,吹雪,,0,1,N2
,憎い,,0,1,N2
,恩恵,,0,1,N2
,水筒,,0,1,N2
,耕す,,0,1,N2
,遭う,,0,1,N2
,判子,,0,1,N2
,散る,,0,1,N2
,見本,,0,1,N2
,道順,,0,1,N2
,満点,,0,1,N2
,寄せる,,0,1,N2
,崩れる,,0,1,N2
,見付ける,,0,1,N2
,再来年,,0,1,N2
,中性,,0,1,N2
,出来上がる,,0,1,N2
,量る,,0,1,N2
,領収,,0,1,N2
,軟らかい,,0,1,N2
,代る,,0,1,N2
,汚す,,0,1,N2
,引力,,0,1,N2
,浸ける,,0,1,N2
,蝋燭,,0,1,N2
,皮肉,,0,1,N2
,超過,,0,1,N2
,送別,,0,1,N2
,適確,,0,1,N2
,規律,,0,1,N2
,更ける,,0,1,N2
,在る,,0,1,N2
,間も無く,,0,1,N2
,孝行,,0,1,N2
,振り仮名,,0,1,N2
,お帰り,,0,1,N2
,真っ黒,,0,1,N2
,絵の具,,0,1,N2
,女房,,0,1,N2
,算盤,,0,1,N2
,庖丁,,0,1,N2
,補う,,0,1,N2
,各自,,0,1,N2
,膨らむ,,0,1,N2
,思い付く,,0,1,N2
,広げる,,0,1,N2
,話中,,0,1,N2
,薬指,,0,1,N2
,治す,,0,1,N2
,紙屑,,0,1,N2
,応ずる,,0,1,N2
,群れ,,0,1,N2
,追い掛ける,,0,1,N2
,原始,,0,1,N2
,手入れ,,0,1,N2
,過失,,0,1,N2
,空っぽ,,0,1,N2
,巻く,,0,1,N2
,潜る,,0,1,N2
,包装,,0,1,N2
,縮める,,0,1,N2
,注す,,0,1,N2
,縮む,,0,1,N2
,味わう,,0,1,N2
,砕く,,0,1,N2
,努める,,0,1,N2
,蒔く,,0,1,N2
,応接,,0,1,N2
,組合せ,,0,1,N2
,お参り,,0,1,N2
,広々,,0,1,N2
,能率,,0,1,N2
,思い込む,,0,1,N2
,感激,,0,1,N2
,編む,,0,1,N2
,重体,,0,1,N2
,要領,,0,1,N2
,長引く,,0,1,N2
,長方形,,0,1,N2
,破れる,,0,1,N2
,落し物,,0,1,N2
,信ずる,,0,1,N2
,給与,,0,1,N2
,水平線,,0,1,N2
,儲ける,,0,1,N2
,編物,,0,1,N2
,釘,,0,1,N2
,役目,,0,1,N2
,真っ青,,0,1,N2
,重ねる,,0,1,N2
,溜まる,,0,1,N2
,若々しい,,0,1,N2
,交ざる,,0,1,N2
,掛け算,,0,1,N2
,錆,,0,1,N2
,体積,,0,1,N2
,言い付ける,,0,1,N2
,片仮名,,0,1,N2
,卑怯,,0,1,N2
,消極的,,0,1,N2
,塩辛い,,0,1,N2
,夕立,,0,1,N2
,着ける,,0,1,N2
,洒落,,0,1,N2
,割と,,0,1,N2
,匙,,0,1,N2
,引分け,,0,1,N2
,何分,,0,1,N2
,毎度,,0,1,N2
,消耗,,0,1,N2
,炊く,,0,1,N2
,発想,,0,1,N2
,中年,,0,1,N2
,浮く,,0,1,N2
,傾く,,0,1,N2
,投書,,0,1,N2
,農薬,,0,1,N2
,超す,,0,1,N2
,溜息,,0,1,N2
,床の間,,0,1,N2
,再来月,,0,1,N2
,粗い,,0,1,N2
,御手洗,,0,1,N2
,引っ込む,,0,1,N2
,燃やす,,0,1,N2
,茶碗,,0,1,N2
,裏返す,,0,1,N2
,作製,,0,1,N2
,催し,,0,1,N2
,流石,,0,1,N2
,家主,,0,1,N2
,退ける,,0,1,N2
,坊や,,0,1,N2
,着替え,,0,1,N2
,退く,,0,1,N2
,漸く,,0,1,N2
,這う,,0,1,N2
,討つ,,0,1,N2
,始終,,0,1,N2
,足跡,,0,1,N2
,灯油,,0,1,N2
,言葉遣い,,0,1,N2
,しいんと,,0,1,N2
,副詞,,0,1,N2
,湿気,,0,1,N2
,納める,,0,1,N2
,胡椒,,0,1,N2
,弱点,,0,1,N2
,詰まる,,0,1,N2
,敬語,,0,1,N2
,災難,,0,1,N2
,恨む,,0,1,N2
,恋しい,,0,1,N2
,油断,,0,1,N2
,悔しい,,0,1,N2
,意地悪,,0,1,N2
,住まい,,0,1,N2
,海水浴,,0,1,N2
,慰める,,0,1,N2
,取り出す,,0,1,N2
,退院,,0,1,N2
,怪しい,,0,1,N2
,目覚し,,0,1,N2
,下線,,0,1,N2
,見掛け,,0,1,N2
,枯れる,,0,1,N2
,快晴,,0,1,N2
,差し引き,,0,1,N2
,濡らす,,0,1,N2
,代える,,0,1,N2
,断水,,0,1,N2
,散らかす,,0,1,N2
,飢える,,0,1,N2
,店屋,,0,1,N2
,塊,,0,1,N2
,車掌,,0,1,N2
,迷信,,0,1,N2
,落第,,0,1,N2
,幾分,,0,1,N2
,嗅ぐ,,0,1,N2
,干す,,0,1,N2
,中味,,0,1,N2
,妨げる,,0,1,N2
,下水,,0,1,N2
,四つ角,,0,1,N2
,危うい,,0,1,N2
,清書,,0,1,N2
,日の入り,,0,1,N2
,話合い,,0,1,N2
,言い出す,,0,1,N2
,再三,,0,1,N2
,撒く,,0,1,N2
,免税,,0,1,N2
,学力,,0,1,N2
,手拭い,,0,1,N2
,下降,,0,1,N2
,裂く,,0,1,N2
,社会科学,,0,1,N2
,深まる,,0,1,N2
,仲直り,,0,1,N2
,失恋,,0,1,N2
,農産物,,0,1,N2
,脂,,0,1,N2
,剃刀,,0,1,N2
,溶く,,0,1,N2
,囁く,,0,1,N2
,観念,,0,1,N2
,湿る,,0,1,N2
,損得,,0,1,N2
,口実,,0,1,N2
,引算,,0,1,N2
,伝染,,0,1,N2
,湯気,,0,1,N2
,恵まれる,,0,1,N2
,論ずる,,0,1,N2
,和服,,0,1,N2
,定規,,0,1,N2
